,0_Wheel,1_Wheel,2_Wheel,3_Wheel,0_Face,1_Face,2_Face,3_Face,0_Pupil_Area,1_Pupil_Area,2_Pupil_Area,3_Pupil_Area,0_Pupil_Xcoord,1_Pupil_Xcoord,2_Pupil_Xcoord,3_Pupil_Xcoord,0_Pupil_Ycoord,1_Pupil_Ycoord,2_Pupil_Ycoord,3_Pupil_Ycoord,Go_Trial
0,12.225628818183546,7.779331590824497,13.203332912564163,11.795846726708515,0.3305259395974747,0.08076958109475088,0.29359316057778906,0.3295435559977687,0.05625591193224797,0.13325154722402505,0.06881990735739812,0.042511902473256605,0.32038992978664305,0.2680024687675905,0.3249010023909747,0.3204819198308183,1.6646958165752412,1.87240612091623,2.0517483508462453,3.7814447052143194,1
1,11.118093361723494,7.9178279849968956,14.307061193690338,12.847645698726284,0.1916675116072973,0.22710017975875882,0.2192428528057197,0.2651394382235553,0.014786266551472057,0.029545793312873898,0.008055054357719298,0.01341977732011652,0.10980794542576962,0.11201427211737935,0.12623121525576225,0.17114467558438992,0.9775329598490607,1.1928565987315332,1.3902715374210375,3.2926937031471475,1
2,10.749697670167286,8.504939741115159,14.088718891368371,12.608965064587974,0.3152333509122821,0.19499126209272716,0.3369967094978505,0.33030707712961593,0.012068047897965426,0.02740765862540665,0.016112844496148804,0.012518428008235504,0.49409334223910256,0.1097696570441998,0.48382721523140537,0.13278982039074047,1.3179773959995027,1.5291880747485211,1.7057252582884679,3.564581736810002,1
3,11.798643989882905,7.476095237488619,8.955668595922921,7.611701518057575,0.35172564399339473,0.28280191598702736,0.25346085258422624,0.3775356391674416,0.014611786351658463,0.03846991488218087,0.018370431025688604,0.02405815910826341,0.39426615544757676,0.3030413494050314,0.4108113076526027,0.3805280242300074,0.8840069973223165,1.0781982463236544,1.2490888682432921,3.3415031421954433,0
4,13.953565852498064,9.868839850762601,14.035668847618199,12.496639548294572,0.4223937285926138,0.31091117468817336,0.3854927744265575,0.4584170054527673,0.021651126506155294,0.02078220578032131,0.040403884960749425,0.059155874521654855,0.14004311582123125,0.5601461637789825,0.15101099774218024,0.4841239503397756,1.084298622979725,1.3070130945425649,1.482938010356399,3.4532144176038226,0
5,15.949733540094018,10.590656259174876,14.154787176075802,12.641518896082069,1.3178306121790848,1.1304900306408252,1.2454688190492222,1.31797541957224,0.05233608500681338,0.029427217496170232,0.027317289241246264,0.027289161608767702,0.03598777903764632,0.39549369107017057,0.0500928912493088,0.3251087496481319,1.1106791729870682,1.3253172313713777,1.5002819145169992,3.4654176499424194,0
6,11.663189958154673,7.322158151801967,13.698978064074707,12.280390873258066,0.31775446700164933,0.17850219787844201,0.22607319322110922,0.34805426956602387,0.03070678423345826,0.042004278379381026,0.014039767276258299,0.013926357120054326,0.12636795120418326,0.574530653330086,0.13407614913409782,0.4985567862235719,1.1321057062122997,1.3424690933679857,1.5230399262736183,3.4615904839496934,1
7,13.75259975422829,9.03127897919226,14.13003892422098,12.671069410274729,0.25372364923898166,0.23868406048524612,0.2831177512783939,0.33260119952076417,0.016560290593342835,0.023741742672548815,0.015043602471572425,0.030989641944052605,0.18762611160691714,0.6072107831865758,0.14887774035841847,0.519335711224004,1.1623696819208382,1.3512707856919133,1.5311401937358782,3.476944061532192,1
8,15.825359395602996,10.575065011620495,14.69374016375681,13.208936368988986,1.1693248729748174,0.9665879216300921,1.0894195712053718,1.1676876492598534,0.08032719508360288,0.024038230800430403,0.06375778353236124,0.09344928273143983,0.4100579039458558,0.8861775011705864,0.4149592478757335,0.8051504762874305,0.9929412460389502,1.197649297730126,1.3737818796594568,3.4298285020472012,1
9,14.858061784768564,8.594184079946158,8.830288783499665,7.489192212782363,0.3490665217382354,0.31168078095048857,0.3474873845463416,0.4072887812427238,0.02535267745870604,0.022578355930976117,0.008473381994408054,0.03373170596385208,0.41675607567713063,0.8911499898625105,0.429941722066743,0.8144231150936072,1.073728645955536,1.279866085709745,1.4571140957643585,3.456846419093993,1
