"","X0_Wheel","X1_Wheel","X2_Wheel","X3_Wheel","X0_Face","X1_Face","X2_Face","X3_Face","X0_Pupil_Area","X1_Pupil_Area","X2_Pupil_Area","X3_Pupil_Area","X0_Pupil_Xcoord","X1_Pupil_Xcoord","X2_Pupil_Xcoord","X3_Pupil_Xcoord","X0_Pupil_Ycoord","X1_Pupil_Ycoord","X2_Pupil_Ycoord","X3_Pupil_Ycoord","Go_Trial"
"1",12.2256288181835,7.7793315908245,13.2033329125642,11.7958467267085,0.330525939597475,0.0807695810947509,0.293593160577789,0.329543555997769,0.056255911932248,0.133251547224025,0.0688199073573981,0.0425119024732566,0.320389929786643,0.26800246876759,0.324901002390975,0.320481919830818,1.66469581657524,1.87240612091623,2.05174835084625,3.78144470521432,"1"
"2",11.1180933617235,7.9178279849969,14.3070611936903,12.8476456987263,0.191667511607297,0.227100179758759,0.21924285280572,0.265139438223555,0.0147862665514721,0.0295457933128739,0.0080550543577193,0.0134197773201165,0.10980794542577,0.112014272117379,0.126231215255762,0.17114467558439,0.977532959849061,1.19285659873153,1.39027153742104,3.29269370314715,"1"
"3",10.7496976701673,8.50493974111516,14.0887188913684,12.608965064588,0.315233350912282,0.194991262092727,0.33699670949785,0.330307077129616,0.0120680478979654,0.0274076586254067,0.0161128444961488,0.0125184280082355,0.494093342239103,0.1097696570442,0.483827215231405,0.13278982039074,1.3179773959995,1.52918807474852,1.70572525828847,3.56458173681,"1"
"4",11.7986439898829,7.47609523748862,8.95566859592292,7.61170151805757,0.351725643993395,0.282801915987027,0.253460852584226,0.377535639167442,0.0146117863516585,0.0384699148821809,0.0183704310256886,0.0240581591082634,0.394266155447577,0.303041349405031,0.410811307652603,0.380528024230007,0.884006997322316,1.07819824632365,1.24908886824329,3.34150314219544,"0"
"5",13.9535658524981,9.8688398507626,14.0356688476182,12.4966395482946,0.422393728592614,0.310911174688173,0.385492774426557,0.458417005452767,0.0216511265061553,0.0207822057803213,0.0404038849607494,0.0591558745216549,0.140043115821231,0.560146163778983,0.15101099774218,0.484123950339776,1.08429862297972,1.30701309454256,1.4829380103564,3.45321441760382,"0"
"6",15.949733540094,10.5906562591749,14.1547871760758,12.6415188960821,1.31783061217908,1.13049003064083,1.24546881904922,1.31797541957224,0.0523360850068134,0.0294272174961702,0.0273172892412463,0.0272891616087677,0.0359877790376463,0.395493691070171,0.0500928912493088,0.325108749648132,1.11067917298707,1.32531723137138,1.500281914517,3.46541764994242,"0"
"7",11.6631899581547,7.32215815180197,13.6989780640747,12.2803908732581,0.317754467001649,0.178502197878442,0.226073193221109,0.348054269566024,0.0307067842334583,0.042004278379381,0.0140397672762583,0.0139263571200543,0.126367951204183,0.574530653330086,0.134076149134098,0.498556786223572,1.1321057062123,1.34246909336799,1.52303992627362,3.46159048394969,"1"
"8",13.7525997542283,9.03127897919226,14.130038924221,12.6710694102747,0.253723649238982,0.238684060485246,0.283117751278394,0.332601199520764,0.0165602905933428,0.0237417426725488,0.0150436024715724,0.0309896419440526,0.187626111606917,0.607210783186576,0.148877740358418,0.519335711224004,1.16236968192084,1.35127078569191,1.53114019373588,3.47694406153219,"1"
"9",15.825359395603,10.5750650116205,14.6937401637568,13.208936368989,1.16932487297482,0.966587921630092,1.08941957120537,1.16768764925985,0.0803271950836029,0.0240382308004304,0.0637577835323612,0.0934492827314398,0.410057903945856,0.886177501170586,0.414959247875734,0.805150476287431,0.99294124603895,1.19764929773013,1.37378187965946,3.4298285020472,"1"
"10",14.8580617847686,8.59418407994616,8.83028878349966,7.48919221278236,0.349066521738235,0.311680780950489,0.347487384546342,0.407288781242724,0.025352677458706,0.0225783559309761,0.00847338199440805,0.0337317059638521,0.416756075677131,0.89114998986251,0.429941722066743,0.814423115093607,1.07372864595554,1.27986608570975,1.45711409576436,3.45684641909399,"1"
